contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,label
401.4576287,564.3510957,257.3537684,540.2031834,5.991145833,7.435909266,4.495741422,7.295409458,0.766186094,0.756165328,0.785881142,0.75656619,0.736647929,0.733350608,0.737673082,0.733197921,0.954128688,0.935707289,0.970594269,0.938458297,dress
377.3443934,440.6376624,126.3494485,395.3361015,5.450520833,5.88804306,3.09966299,5.673417916,0.81248799,0.812809065,0.835151736,0.813575798,0.799066649,0.799652536,0.808466543,0.800190366,0.945106527,0.935950361,0.981574453,0.942535246,dress
459.9313725,512.5719185,189.3418964,564.9216609,7.092034314,7.623052672,3.987576593,7.989342561,0.719069188,0.709709378,0.771971128,0.710855862,0.670252722,0.670011798,0.677493232,0.669994231,0.953149435,0.947922803,0.980713077,0.94260408,dress
237.8359988,293.1137409,124.3581955,308.8378162,4.703921569,5.123983083,2.858685662,5.413656286,0.818998528,0.818029029,0.834339001,0.816229355,0.805306754,0.80486593,0.808675868,0.804374314,0.964695664,0.956562052,0.981510999,0.954231825,dress
194.6800245,218.6919646,67.93144914,246.5515571,3.73125,3.930872741,1.89453125,4.252226067,0.829202014,0.829366102,0.856151879,0.826648701,0.811206253,0.81167363,0.818049379,0.811781007,0.96977754,0.966137474,0.989446872,0.961823661,dress
372.6662071,397.6532103,202.5576287,496.5686121,6.3328125,6.598600538,4.389154412,7.686397539,0.686292815,0.676775008,0.725146018,0.667292946,0.620288725,0.618471004,0.622944306,0.618448569,0.967347295,0.965237166,0.982252068,0.956589984,dress
279.5715074,311.1069896,123.4970282,354.8923645,4.791697304,5.404782776,3.018811275,5.723214148,0.799123804,0.781597545,0.817227727,0.78125126,0.699498723,0.696002862,0.70548899,0.695982094,0.970166414,0.96689374,0.986821615,0.962234346,dress
329.2010723,464.9091734,257.2690104,478.635125,6.850153186,8.343975394,5.914813113,8.312971934,0.6303312,0.617683258,0.642264321,0.618969914,0.577311058,0.576123442,0.579740477,0.576046148,0.970012994,0.95773122,0.976565384,0.956483279,dress
406.653799,502.196955,222.8882813,490.6824298,7.895894608,8.557308727,5.243275123,8.684490581,0.624394818,0.617081827,0.649277292,0.616591044,0.569754348,0.568650554,0.572493078,0.56834298,0.966475118,0.958676526,0.981622635,0.959624003,dress
356.3181679,403.7921415,153.1165135,463.2989158,5.742156863,6.173564014,3.01942402,6.593556324,0.761294412,0.756274938,0.810471597,0.754554106,0.725294423,0.72445694,0.729672934,0.724071931,0.958858159,0.9535104,0.982320995,0.946659236,dress
